Date			Amount
2016-04-12		3303.8278126499963
2016-04-13		1490.1714077100003
2016-04-14		53.38571041999999
2016-04-15		120.86901571999995
2016-04-16		118.84638464999995
2016-04-17		89.80652814999998
2016-04-18		86.46670549999995
2016-04-19		97.77464372999998
2016-04-20		26.47574957000001
2016-04-21		64.92216914
2016-04-22		56.98095483
2016-04-23		21.39428154
2016-04-24		16.71113354
2016-04-25		86.39666808000001
2016-04-26		63.828654699999994
2016-04-27		92.99209908999997
2016-04-28		119.01895037000003
2016-04-29		157.89460804999993
2016-04-30		265.9419462000002
2016-05-01		88.28231219999999
